,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year
4274,Taekwondo,london-2012,68 - 80 kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mauro-sarmiento,Mauro SARMIENTO,Italy,IT,ITA,london-2012,2012-08-12T19:00:00Z,2012-07-27T07:00:00Z,Great Britain,London 2012,Summer,2012
4580,Fencing,beijing-2008,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maria-valentina-vezzali,Maria Valentina VEZZALI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4582,Fencing,beijing-2008,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/margherita-granbassi,Margherita GRANBASSI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4585,Fencing,beijing-2008,sabre team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4597,Fencing,beijing-2008,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/salvatore-sanzo,Salvatore SANZO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4600,Fencing,beijing-2008,foil team women,Women,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4604,Fencing,beijing-2008,épée individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/matteo-tagliariol,Matteo TAGLIARIOL,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4609,Fencing,beijing-2008,épée team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4626,Archery,beijing-2008,team FITA Olympic round  70m men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4636,Cycling Road,beijing-2008,individual road race women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tatiana-guderzo,Tatiana GUDERZO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4669,Taekwondo,beijing-2008,68 - 80 kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mauro-sarmiento,Mauro SARMIENTO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4718,Rowing,beijing-2008,quadruple sculls without coxsw men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4747,Boxing,beijing-2008,48-51kg flyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vincenzo-picardi,Vincenzo PICARDI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4757,Boxing,beijing-2008,81-91kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/clemente-russo,Clemente RUSSO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4768,Boxing,beijing-2008,91kg super heavyweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/roberto-cammarelle,Roberto CAMMARELLE,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4815,Wrestling,beijing-2008,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Men,GOLD,Athlete,,https://olympics.com/en/athletes/andrea-minguzzi,Andrea MINGUZZI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4870,Athletics,beijing-2008,20km race walk women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/elisa-rigaudo,Elisa RIGAUDO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
4936,Athletics,beijing-2008,50km walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alex-schwazer,Alex SCHWAZER,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5065,Judo,beijing-2008,52  57kg lightweight women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/giulia-quintavalle,Giulia QUINTAVALLE,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5183,Sailing,beijing-2008,Laser - One Person Dinghy men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/diego-emilio-romero,Diego Emilio ROMERO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5197,Sailing,beijing-2008,RSX - Windsurfer women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/alessandra-sensini,Alessandra SENSINI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5239,Shooting,beijing-2008,trap 125 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giovanni-pellielo,Giovanni PELLIELO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5260,Shooting,beijing-2008,double trap 150 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/francesco-d-aniello-1,Francesco D'ANIELLO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5265,Shooting,beijing-2008,skeet 75 targets women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/chiara-cainero,Chiara CAINERO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5383,Canoe Sprint,beijing-2008,K2 1000m kayak double men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/andrea-facchin,Andrea FACCHIN,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5384,Canoe Sprint,beijing-2008,K2 1000m kayak double men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-massimiliano-scaduto,Antonio Massimiliano SCADUTO,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5401,Canoe Sprint,beijing-2008,K1 500m kayak single women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5464,Swimming,beijing-2008,800m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/alessia-filippi,Alessia FILIPPI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5528,Swimming,beijing-2008,200m freestyle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/federica-pellegrini,Federica PELLEGRINI,Italy,IT,ITA,beijing-2008,2008-08-24T12:00:00Z,2008-08-08T00:00:00Z,China,Beijing 2008,Summer,2008
5896,Rowing,athens-2004,lightweight coxless four 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5908,Rowing,athens-2004,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5913,Rowing,athens-2004,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/rossano-galtarossa,Rossano GALTAROSSA,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5914,Rowing,athens-2004,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/alessio-sartori,Alessio SARTORI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5958,Basketball,athens-2004,basketball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5970,Athletics,athens-2004,marathon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/stefano-baldini,Stefano BALDINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
5994,Athletics,athens-2004,20km walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ivano-brugnetti,Ivano BRUGNETTI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6014,Athletics,athens-2004,pole vault men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giuseppe-gibilisco,Giuseppe GIBILISCO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6104,Cycling Road,athens-2004,individual road race men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/paolo-bettini,Paolo BETTINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6326,Swimming,athens-2004,4x200m freestyle relay men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6355,Swimming,athens-2004,200m freestyle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/federica-pellegrini,Federica PELLEGRINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6358,Volleyball,athens-2004,volleyball men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6365,Football,athens-2004,football men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6417,Archery,athens-2004,Individual competition men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/marco-galiazzo,Marco GALIAZZO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6430,Gymnastics Rhythmic,athens-2004,group competition women,Women,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6451,Shooting,athens-2004,50m rifle 3 positions 3x20 shots women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/valentina-turisini,Valentina TURISINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6465,Shooting,athens-2004,skeet (125 targets) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/andrea-benelli,Andrea BENELLI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6475,Shooting,athens-2004,trap 125 targets men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giovanni-pellielo,Giovanni PELLIELO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6524,Gymnastics Artistic,athens-2004,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/juri-chechi,Juri CHECHI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6558,Gymnastics Artistic,athens-2004,horizontal bar men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/igor-cassina,Igor CASSINA,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6567,Fencing,athens-2004,sabre individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/aldo-montano,Aldo MONTANO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6574,Fencing,athens-2004,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6582,Fencing,athens-2004,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maria-valentina-vezzali,Maria Valentina VEZZALI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6583,Fencing,athens-2004,foil individual women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/giovanna-trillini,Giovanna TRILLINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6589,Fencing,athens-2004,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/salvatore-sanzo,Salvatore SANZO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6590,Fencing,athens-2004,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/andrea-cassara,Andrea CASSARA,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6594,Fencing,athens-2004,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6638,Boxing,athens-2004,91kg super heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/roberto-cammarelle,Roberto CAMMARELLE,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6680,Water Polo,athens-2004,water polo women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6745,Sailing,athens-2004,board Mistral women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/alessandra-sensini,Alessandra SENSINI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6804,Judo,athens-2004,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/lucia-morico,Lucia MORICO,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6854,Canoe Sprint,athens-2004,K1 500m kayak single women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6867,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
6868,Canoe Sprint,athens-2004,K2 1000m kayak double men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA,athens-2004,2004-08-29T18:00:00Z,2004-08-13T06:00:00Z,Greece,Athens 2004,Summer,2004
7169,Judo,sydney-2000,66  73kg lightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giuseppe-maddaloni,Giuseppe MADDALONI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7176,Judo,sydney-2000,60  66kg halflightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/girolamo-giovinazzo,Girolamo GIOVINAZZO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7192,Judo,sydney-2000,63  70kg middleweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ylenia-scapin,Ylenia SCAPIN,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7195,Judo,sydney-2000,70  78kg halfheavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/emanuela-pierantozzi,Emanuela PIERANTOZZI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7223,Canoe Slalom,sydney-2000,K1 kayak single men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/pierpaolo-ferrazzi,Pierpaolo FERRAZZI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7242,Fencing,sydney-2000,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7254,Fencing,sydney-2000,foil team women,Women,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7259,Fencing,sydney-2000,foil team men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7260,Fencing,sydney-2000,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/maria-valentina-vezzali,Maria Valentina VEZZALI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7262,Fencing,sydney-2000,foil individual women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanna-trillini,Giovanna TRILLINI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7275,Cycling Mountain Bike,sydney-2000,cross-country women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/paola-pezzo,Paola PEZZO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7289,Volleyball,sydney-2000,volleyball men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7308,Cycling Track,sydney-2000,points race women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/antonella-bellutti,Antonella BELLUTTI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7315,Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/marco-villa,Marco VILLA,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7316,Cycling Track,sydney-2000,Madison men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/silvio-martinello,Silvio MARTINELLO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7470,Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/beniamino-bonomi,Beniamino BONOMI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7471,Canoe Sprint,sydney-2000,K2 1000m kayak double men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/antonio-rossi,Antonio ROSSI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7488,Canoe Sprint,sydney-2000,K1 500m kayak single women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/josefa-idem,Josefa IDEM,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7658,Shooting,sydney-2000,trap 125 targets men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanni-pellielo,Giovanni PELLIELO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7675,Shooting,sydney-2000,double trap 120 targets women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/deborah-gelisio,Deborah GELISIO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7704,Rowing,sydney-2000,quadruple sculls without coxsw men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7738,Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/giovanni-calabrese,Giovanni CALABRESE,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7739,Rowing,sydney-2000,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/nicola-sartori,Nicola SARTORI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7742,Rowing,sydney-2000,lightweight double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/elia-luini,Elia LUINI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7743,Rowing,sydney-2000,lightweight double sculls 2x men,Men,SILVER,GameTeam,Italy team,https://olympics.com/en/athletes/leonardo-pettinari,Leonardo PETTINARI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7756,Rowing,sydney-2000,four without coxswain 4 men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7774,Archery,sydney-2000,team FITA Olympic round  70m men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7824,Sailing,sydney-2000,board Mistral women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/alessandra-sensini,Alessandra SENSINI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7828,Sailing,sydney-2000,Finn - One Person Dinghy (Heavyweight) men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/luca-devoti,Luca DEVOTI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7936,Athletics,sydney-2000,long jump women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/fiona-may,Fiona MAY,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
7939,Athletics,sydney-2000,hammer throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nicola-vizzoni,Nicola VIZZONI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8018,Boxing,sydney-2000,91kg super heavyweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/paolo-vidoz,Paolo VIDOZ,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8057,Swimming,sydney-2000,400m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/massimiliano-rosolino,Massimiliano ROSOLINO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8118,Swimming,sydney-2000,200m freestyle men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/massimiliano-rosolino,Massimiliano ROSOLINO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8122,Swimming,sydney-2000,100m breaststroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/domenico-fioravanti,Domenico FIORAVANTI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8125,Swimming,sydney-2000,200m individual medley men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/massimiliano-rosolino,Massimiliano ROSOLINO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8128,Swimming,sydney-2000,200m breaststroke men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/domenico-fioravanti,Domenico FIORAVANTI,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8130,Swimming,sydney-2000,200m breaststroke men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/davide-rummolo,Davide RUMMOLO,Italy,IT,ITA,sydney-2000,2000-10-01T09:00:00Z,2000-09-15T01:00:00Z,Australia,Sydney 2000,Summer,2000
8411,Judo,atlanta-1996,66  72kg halfheavyweight women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ylenia-scapin,Ylenia SCAPIN,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
8430,Judo,atlanta-1996,Atlanta 1996 Judo - 60 kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/girolamo-giovinazzo,Girolamo GIOVINAZZO,Italy,IT,ITA,atlanta-1996,1996-08-05T21:00:00Z,1996-07-19T12:00:00Z,United States,Atlanta 1996,Summer,1996
