,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_slug,game_end_date,game_start_date,game_location,game_name,game_season,game_year
17301,Wrestling,helsinki-1952,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/ignazio-fabra,Ignazio FABRA,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17358,Cycling Road,helsinki-1952,team time trial men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17366,Sailing,helsinki-1952,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Merope,https://olympics.com/en/athletes/agostino-straulino,Agostino STRAULINO,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17367,Sailing,helsinki-1952,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Merope,https://olympics.com/en/athletes/nicolo-rode,Nicolo RODE,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17413,Boxing,helsinki-1952,60 - 63.5kg (light-welterweight) men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bruno-visintin,Bruno VISINTIN,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17431,Boxing,helsinki-1952,54-57kg featherweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergio-caprari,Sergio CAPRARI,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17434,Boxing,helsinki-1952,57-60kg lightweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/aureliano-bolognesi,Aureliano BOLOGNESI,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17453,Water Polo,helsinki-1952,water polo men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17539,Fencing,helsinki-1952,foil team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17541,Fencing,helsinki-1952,épée individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/edoardo-mangiarotti,Edoardo MANGIAROTTI,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17542,Fencing,helsinki-1952,épée individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/dario-mangiarotti,Dario MANGIAROTTI,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17544,Fencing,helsinki-1952,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17547,Fencing,helsinki-1952,foil individual women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/irene-camber,Irene CAMBER,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17554,Fencing,helsinki-1952,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17557,Fencing,helsinki-1952,foil individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/edoardo-mangiarotti,Edoardo MANGIAROTTI,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17558,Fencing,helsinki-1952,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/manlio-di-rosa,Manlio DI ROSA,Italy,IT,ITA,helsinki-1952,1952-08-03T07:00:00Z,1952-07-19T07:00:00Z,Finland,Helsinki 1952,Summer,1952
17700,Cycling Track,london-1948,2000m tandem men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/ferdinando-terruzzi,Ferdinando TERRUZZI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17701,Cycling Track,london-1948,2000m tandem men,Men,GOLD,GameTeam,Italy team,https://olympics.com/en/athletes/renato-perona,Renato PERONA,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17706,Cycling Track,london-1948,Sprint individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/mario-ghella,Mario GHELLA,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17710,Cycling Track,london-1948,Team Pursuit 4000m men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17750,Rowing,london-1948,single sculls 1x men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/romolo-catasta,Romolo CATASTA,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17751,Rowing,london-1948,four without coxswain 4 men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17755,Rowing,london-1948,pair-oared shell with coxswain men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17761,Rowing,london-1948,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/felice-fanetti,Felice FANETTI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17762,Rowing,london-1948,pair without coxswain 2 men,Men,BRONZE,GameTeam,Italy team,https://olympics.com/en/athletes/bruno-boni,Bruno BONI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17792,Boxing,london-1948,62  67kg welterweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/alessandro-d-ottavio,Alessandro D'OTTAVIO,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17794,Boxing,london-1948,51kg flyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/spartaco-bandinelli,Spartaco BANDINELLI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17802,Boxing,london-1948,54 - 58kg (featherweight) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ernesto-formenti,Ernesto FORMENTI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17810,Boxing,london-1948,67  73kg middleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ivano-fontana,Ivano FONTANA,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17812,Boxing,london-1948,51-54kg bantamweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gianbattista-zuddas,Gianbattista ZUDDAS,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17825,Wrestling,london-1948,"Middleweight, Greco-Roman (≤79 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ercole-gallegati,Ercole GALLEGATI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17829,Wrestling,london-1948,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,GOLD,Athlete,,https://olympics.com/en/athletes/pietro-lombardi,Pietro LOMBARDI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17849,Wrestling,london-1948,"Heavyweight, Greco-Roman (>87 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/guido-fantoni,Guido FANTONI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17878,Fencing,london-1948,épée team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17881,Fencing,london-1948,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/vincenzo-pinton,Vincenzo PINTON,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17884,Fencing,london-1948,foil team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17889,Fencing,london-1948,épée individual men,Men,GOLD,Athlete,,,Gino Cantone,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17891,Fencing,london-1948,épée individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/edoardo-mangiarotti,Edoardo MANGIAROTTI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
17893,Fencing,london-1948,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18003,Water Polo,london-1948,water polo men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18064,Athletics,london-1948,shot put women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/amelia-piccinini,Amelia PICCININI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18069,Athletics,london-1948,discus throw men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/adolfo-consolini,Adolfo CONSOLINI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18070,Athletics,london-1948,discus throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giuseppe-tosi,Giuseppe TOSI,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18079,Athletics,london-1948,discus throw women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/edera-cordiale-gentile,Edera CORDIALE-GENTILE,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18110,Athletics,london-1948,4x100m relay men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,london-1948,1948-08-14T19:00:00Z,1948-07-29T07:00:00Z,Great Britain,London 1948,Summer,1948
18200,Athletics,berlin-1936,80m hurdles women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/trebisonda-valla,Trebisonda VALLA,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18208,Athletics,berlin-1936,1500m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/luigi-beccali,Luigi BECCALI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18234,Athletics,berlin-1936,800m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mario-lanzi,Mario LANZI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18252,Athletics,berlin-1936,4x100m relay men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18256,Athletics,berlin-1936,discus throw men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giorgio-oberweger,Giorgio OBERWEGER,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18287,Football,berlin-1936,football men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18294,Cycling Track,berlin-1936,Team Pursuit 4000m men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18305,Fencing,berlin-1936,épée team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18308,Fencing,berlin-1936,foil team men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18312,Fencing,berlin-1936,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18314,Fencing,berlin-1936,épée individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/franco-riccardi,Franco RICCARDI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18315,Fencing,berlin-1936,épée individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/saverio-ragno,Saverio RAGNO,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18316,Fencing,berlin-1936,épée individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giancarlo-c-cornaggia-medici,Giancarlo C. CORNAGGIA-MEDICI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18318,Fencing,berlin-1936,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gustavo-marzi,Gustavo MARZI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18323,Fencing,berlin-1936,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giulio-gaudini,Giulio GAUDINI,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18325,Fencing,berlin-1936,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giorgio-bocchino,Giorgio BOCCHINO,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18383,Sailing,berlin-1936,8m mixed,Open,GOLD,GameTeam,Italia,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18402,Rowing,berlin-1936,pair-oared shell with coxswain men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18405,Rowing,berlin-1936,eight with coxswain 8 men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18439,Modern Pentathlon,berlin-1936,Individual competition men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/silvano-abba,Silvano ABBA,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18499,Boxing,berlin-1936,Flyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gavino-matta,Gavino MATTA,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18510,Boxing,berlin-1936,bantamweight men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ulderico-sergo,Ulderico SERGO,Italy,IT,ITA,berlin-1936,1936-08-16T19:00:00Z,1936-08-01T07:00:00Z,Germany,Berlin 1936,Summer,1936
18643,Boxing,los-angeles-1932,7938kg heavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/luigi-rovati,Luigi ROVATI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18652,Boxing,los-angeles-1932,7257  7938kg lightheavyweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/gino-rossi,Gino ROSSI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18664,Weightlifting,los-angeles-1932,67.5-75kg middleweight men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/carlo-galimberti,Carlo GALIMBERTI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18674,Weightlifting,los-angeles-1932,60-67.5kg lightweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/gastone-pierini,Gastone PIERINI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18693,Athletics,los-angeles-1932,1500m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/luigi-beccali,Luigi BECCALI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18698,Athletics,los-angeles-1932,50km walk men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ugo-frigerio,Ugo FRIGERIO,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18725,Athletics,los-angeles-1932,4x100m relay men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18765,Gymnastics Artistic,los-angeles-1932,vault men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/savino-guglielmetti,Savino GUGLIELMETTI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18774,Gymnastics Artistic,los-angeles-1932,team competition men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18777,Gymnastics Artistic,los-angeles-1932,individual all-round men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/romeo-neri,Romeo NERI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18782,Gymnastics Artistic,los-angeles-1932,rings men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giovanni-lattuada,Giovanni LATTUADA,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18788,Gymnastics Artistic,los-angeles-1932,floor exercises men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mario-lertora,Mario LERTORA,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18789,Gymnastics Artistic,los-angeles-1932,parallel bars men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/romeo-neri,Romeo NERI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18796,Gymnastics Artistic,los-angeles-1932,pommel horse men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/omero-bonoli,Omero BONOLI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18807,Cycling Road,los-angeles-1932,team time trial men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18810,Cycling Road,los-angeles-1932,individual time trial men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/attilio-pavesi,Attilio PAVESI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18811,Cycling Road,los-angeles-1932,individual time trial men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/guglielmo-segato,Guglielmo SEGATO,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18814,Rowing,los-angeles-1932,eight with coxswain 8 men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18817,Rowing,los-angeles-1932,four-oared shell with coxswain men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18833,Rowing,los-angeles-1932,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18858,Wrestling,los-angeles-1932,"Featherweight, Greco-Roman (≤61 kilograms) Men",Men,GOLD,Athlete,,https://olympics.com/en/athletes/giovanni-gozzi,Giovanni GOZZI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18866,Wrestling,los-angeles-1932,"Welterweight, Greco-Roman (≤72 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ercole-gallegati,Ercole GALLEGATI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18878,Wrestling,los-angeles-1932,"Light-Heavyweight, Greco-Roman (≤87 kilograms) Men",Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mario-gruppioni,Mario GRUPPIONI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18883,Wrestling,los-angeles-1932,"Bantamweight, Greco-Roman (≤56 kilograms) Men",Men,SILVER,Athlete,,https://olympics.com/en/athletes/marcello-nizzola,Marcello NIZZOLA,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18925,Fencing,los-angeles-1932,sabre team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18928,Fencing,los-angeles-1932,épée team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18930,Fencing,los-angeles-1932,foil individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/gustavo-marzi,Gustavo MARZI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18932,Fencing,los-angeles-1932,foil individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/giulio-gaudini,Giulio GAUDINI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18933,Fencing,los-angeles-1932,épée individual men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/giancarlo-c-cornaggia-medici,Giancarlo C. CORNAGGIA-MEDICI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18935,Fencing,los-angeles-1932,épée individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/carlo-agostoni,Carlo AGOSTONI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18937,Fencing,los-angeles-1932,sabre individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/giulio-gaudini,Giulio GAUDINI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18940,Fencing,los-angeles-1932,foil team men,Men,SILVER,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18976,Shooting,los-angeles-1932,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/renzo-morigi,Renzo MORIGI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18978,Shooting,los-angeles-1932,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/domenico-matteucci,Domenico MATTEUCCI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18982,Cycling Track,los-angeles-1932,Team Pursuit 4000m men,Men,GOLD,GameTeam,Italy team,,,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
18987,Cycling Track,los-angeles-1932,Sprint individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bruno-pellizzari,Bruno PELLIZZARI,Italy,IT,ITA,los-angeles-1932,1932-08-14T19:00:00Z,1932-07-30T16:00:00Z,United States,Los Angeles 1932,Summer,1932
19131,Football,amsterdam-1928,football men,Men,BRONZE,GameTeam,Italy team,,,Italy,IT,ITA,amsterdam-1928,1928-08-12T19:00:00Z,1928-05-17T07:00:00Z,Netherlands,Amsterdam 1928,Summer,1928
